2010-06-07 06:45:00  512  2
   -0.19    0.010323    0.000982
   -0.56    0.005265    0.000879
   -0.94    0.004026    0.001149
   -1.32    0.002800    0.001298
   -1.70    0.002039    0.001481
   -2.08    0.001355    0.001626
   -2.46    0.000872    0.001774
   -2.84    0.000455    0.001901
   -3.23    0.000132    0.002022
   -3.61   -0.000150    0.002127
   -4.00   -0.000383    0.002223
   -4.39   -0.000592    0.002306
   -4.78   -0.000772    0.002382
   -5.17   -0.000936    0.002448
   -5.56   -0.001082    0.002507
   -5.95   -0.001217    0.002557
   -6.35   -0.001340    0.002601
   -6.74   -0.001454    0.002638
   -7.14   -0.001558    0.002670
   -7.54   -0.001654    0.002696
   -7.94   -0.001744    0.002719
   -8.34   -0.001827    0.002736
   -8.74   -0.001904    0.002750
   -9.15   -0.001976    0.002759
   -9.55   -0.002044    0.002766
   -9.96   -0.002108    0.002770
  -10.37   -0.002167    0.002772
  -10.78   -0.002224    0.002772
  -11.19   -0.002278    0.002769
  -11.60   -0.002329    0.002763
  -12.01   -0.002378    0.002756
  -12.43   -0.002424    0.002746
  -12.84   -0.002467    0.002735
  -13.26   -0.002509    0.002722
  -13.68   -0.002550    0.002707
  -14.10   -0.002589    0.002690
  -14.52   -0.002627    0.002673
  -14.94   -0.002664    0.002654
  -15.37   -0.002699    0.002634
  -15.79   -0.002734    0.002614
  -16.22   -0.002767    0.002593
  -16.65   -0.002798    0.002571
  -17.08   -0.002828    0.002550
  -17.51   -0.002857    0.002530
  -17.94   -0.002885    0.002509
  -18.38   -0.002912    0.002488
  -18.81   -0.002939    0.002468
  -19.25   -0.002965    0.002448
  -19.69   -0.002990    0.002429
  -20.13   -0.003014    0.002409
  -20.57   -0.003037    0.002390
  -21.01   -0.003058    0.002371
  -21.46   -0.003079    0.002352
  -21.90   -0.003099    0.002333
  -22.35   -0.003117    0.002316
  -22.80   -0.003136    0.002300
  -23.25   -0.003154    0.002284
  -23.70   -0.003170    0.002268
  -24.15   -0.003186    0.002252
  -24.61   -0.003202    0.002237
  -25.06   -0.003218    0.002222
  -25.52   -0.003234    0.002205
  -25.98   -0.003249    0.002189
  -26.44   -0.003265    0.002172
  -26.90   -0.003281    0.002154
  -27.37   -0.003297    0.002135
  -27.83   -0.003311    0.002115
  -28.30   -0.003325    0.002096
  -28.77   -0.003338    0.002075
  -29.24   -0.003351    0.002054
  -29.71   -0.003364    0.002033
  -30.18   -0.003378    0.002012
  -30.66   -0.003392    0.001992
  -31.13   -0.003406    0.001971
  -31.61   -0.003420    0.001952
  -32.09   -0.003433    0.001933
  -32.57   -0.003446    0.001913
  -33.05   -0.003458    0.001893
  -33.54   -0.003469    0.001873
  -34.02   -0.003479    0.001852
  -34.51   -0.003489    0.001832
  -35.00   -0.003496    0.001811
  -35.49   -0.003504    0.001790
  -35.98   -0.003510    0.001767
  -36.48   -0.003516    0.001743
  -36.97   -0.003520    0.001719
  -37.47   -0.003522    0.001694
  -37.97   -0.003523    0.001668
  -38.47   -0.003524    0.001642
  -38.97   -0.003524    0.001615
  -39.47   -0.003524    0.001588
  -39.98   -0.003524    0.001562
  -40.48   -0.003524    0.001536
  -40.99   -0.003524    0.001510
  -41.50   -0.003523    0.001484
  -42.01   -0.003523    0.001458
  -42.53   -0.003521    0.001432
  -43.04   -0.003520    0.001406
  -43.56   -0.003520    0.001379
  -44.08   -0.003520    0.001352
  -44.60   -0.003522    0.001323
  -45.12   -0.003523    0.001293
  -45.65   -0.003523    0.001262
  -46.17   -0.003524    0.001231
  -46.70   -0.003524    0.001200
  -47.23   -0.003524    0.001168
  -47.76   -0.003525    0.001136
  -48.29   -0.003525    0.001103
  -48.82   -0.003523    0.001070
  -49.36   -0.003520    0.001036
  -49.90   -0.003515    0.001002
  -50.44   -0.003508    0.000968
  -50.98   -0.003499    0.000935
  -51.52   -0.003490    0.000901
  -52.07   -0.003480    0.000868
  -52.61   -0.003469    0.000834
  -53.16   -0.003458    0.000800
  -53.71   -0.003448    0.000767
  -54.27   -0.003437    0.000735
  -54.82   -0.003427    0.000705
  -55.38   -0.003416    0.000675
  -55.93   -0.003405    0.000647
  -56.49   -0.003392    0.000618
  -57.05   -0.003379    0.000589
  -57.62   -0.003364    0.000558
  -58.18   -0.003349    0.000527
  -58.75   -0.003334    0.000493
  -59.32   -0.003317    0.000457
  -59.89   -0.003299    0.000419
  -60.46   -0.003280    0.000380
  -61.04   -0.003260    0.000341
  -61.61   -0.003240    0.000303
  -62.19   -0.003220    0.000265
  -62.77   -0.003201    0.000227
  -63.35   -0.003182    0.000192
  -63.94   -0.003164    0.000158
  -64.52   -0.003147    0.000125
  -65.11   -0.003129    0.000093
  -65.70   -0.003112    0.000063
  -66.29   -0.003095    0.000034
  -66.88   -0.003078    0.000007
  -67.48   -0.003061   -0.000020
  -68.08   -0.003043   -0.000044
  -68.68   -0.003025   -0.000067
  -69.28   -0.003005   -0.000087
  -69.88   -0.002986   -0.000105
  -70.49   -0.002967   -0.000122
  -71.10   -0.002948   -0.000139
  -71.70   -0.002931   -0.000157
  -72.32   -0.002914   -0.000174
  -72.93   -0.002899   -0.000191
  -73.55   -0.002885   -0.000209
  -74.16   -0.002871   -0.000226
  -74.78   -0.002858   -0.000243
  -75.40   -0.002844   -0.000259
  -76.03   -0.002831   -0.000275
  -76.65   -0.002818   -0.000289
  -77.28   -0.002806   -0.000302
  -77.91   -0.002795   -0.000316
  -78.54   -0.002786   -0.000329
  -79.18   -0.002776   -0.000342
  -79.81   -0.002768   -0.000356
